# language-input-glosspack-v1
# language=en
# source=CC-CEDICT (MDBG)
# source_sha256=1ACC073BCFE431C6002901ED8D19A16E32C4AD8D54F85BD746C4A4F50A2C589D
# license=CC-BY-SA-4.0 https://creativecommons.org/licenses/by-sa/4.0/
颐和园	Summer Palace in Beijing
颐性养寿	to take care of one's spirit and keep fit (idiom)
颐指	to order with the chin; to indicate what one wants by facial gesture
颐指气使	lit. to order people by pointing the chin (idiom); arrogant and bossy
颐指风使	lit. to order people by pointing the chin (idiom); arrogant and bossy
频	frequency; frequently
频仍	frequent
频发	(usu. of bad things) to frequently happen; to occur often
频宽	bandwidth
频带	frequency range; bandwidth
频度	frequency
频数	frequency; frequent
频数分布	frequency distribution
频次	frequency
频段	(radio) band; frequency band
频率	frequency
频率合成	frequency synthesis
频率调制	frequency modulation
频繁	frequently; often
频谱	frequency spectrum; spectrum
频道	frequency; (television) channel
频频	repeatedly; again and again
颓	to crumble; to collapse
颓丧	dejected; disheartened
颓势	decline (in fortune)
颓唐	dispirited; depressed
颓圮	to collapse; dilapidated
颓坏	dilapidated; decrepit
颓垣断壁	lit. walls reduced to rubble (idiom); fig. scene of devastation
颓塌	to collapse
颓废	decadent; dispirited
颓废派	decadents (of the Decadent movement of late 19th century Europe)
颓放	decadent; dissolute
颓景	scene of dilapidation
颓朽	decaying; rotten
颓然	decrepit; ruined
颓老	old and decrepit; senile
颓萎	listless; dispirited
颓败	to decay; to decline
颓运	crumbling fate; declining fortune
颓靡	devastated
颓风	degenerate custom; decadent ways
颔	chin; to nod (one's assent)
颔下	under one's chin
颔下腺	submaxillary glands (biology)
颔联	third and fourth lines (in an eight-line poem) which form a couplet
颔首	to nod one's head
颔首之交	nodding acquaintance
颕	old variant of 颖
颖	head of grain; husk
颖异	highly intelligent; original and unique
颖悟	intelligent; bright
颖果	(botany) caryopsis
颗	classifier for small spheres, pearls, corn grains, teeth, hearts...
颗粒	kernel; granule
颗粒归仓	to gather all the harvested grain into the granary
颗粒无收	not a single grain was reaped (as in a bad harvest year)
颗粒物	particulate matter (PM)
题	topic; problem for discussion
题写	to create a work of calligraphy for display in a prominent place...
题名	autograph; to sign one's name
题外话	off-topic comment; digression
题字	to write an inscription (poem, remark, autograph etc); an inscription
题序	to compose a preface (or introductory remarks, etc)
题库	question bank (for examiners creating an exam, or students preparing...
题意	meaning of a title; implication
题旨	subject of literary work
题材	subject matter
题献	to dedicate (a book, film etc to sb)
题目	subject; title
题签	to write the title of a book on a label
题花	title design
题解	notes; key (to exercises)
题记	epigraph; inscription
题词	inscription; dedication
题诗	to inscribe a poem (often, composed on the spot) on a painting, fan...
题跋	short comments; preface and postscript
颙	grand; majestic
颚	jaw; palate
颚裂	cleft palate (birth defect)
颚部	jaw
颚龈音	prepalatal or palatal sound (linguistics)
颛	good; simple
颛顼	Zhuanxu, one of the Five Legendary Emperors 五帝, grandson of the...
颜	color; face
颜体	Yan Style (in Chinese calligraphy)
颜值	attractiveness index (rating of how good-looking sb is)
颜值高	good-looking
颜厚	brazen
颜厚有忸怩	even the most brazen person will sometimes feel shame (idiom)
颜回	Yan Hui (521-481 BC), disciple of Confucius, also known as Yan Yuan 颜渊
颜射	to ejaculate onto sb's face
颜控	someone who attaches great importance to good looks (esp. in others)
颜文字	Japanese-style emoticon, e.g. (⇀‸↼‶)
颜料	paint; dye
颜渊	Yan Yuan (521-481 BC), disciple of Confucius 孔夫子, also known as 颜回
颜真卿	Yan Zhenqing (709-785), a leading calligrapher of the Tang Dynasty
颜色	color; countenance
颜艺	art of making humorously exaggerated facial expressions (loanword...
颜面	face; prestige
颜面扫地	lit. for one's face to reach rock bottom
额	forehead; horizontal tablet or inscribed board
额叶	frontal lobe
额吉	mother (Mongolian)
额外	extra; added
额外性	additionality (economics)
额外补贴	to give an extra subsidy, or bonus etc; bonus
额头	forehead
额定	specified (capacity, output etc); rated (capacity, output etc)
额定值	rated value; rating (for power output, flame resistance etc)
额尔古纳	see 额尔古纳市
额尔古纳市	Ergun, a county-level city in Hulunbuir City 呼伦贝尔市, Inner Mongolia
额尔古纳河	Argun River of Mongolia and Heilongjiang province, tributary of...
额尔金	James Bruce, 8th Earl of Elgin (1811-1863), British High...
额尔齐斯河	Irtysh River, flowing from southwest Altai in Xinjiang through...
额度	quota; (credit) limit
额敏	see 额敏县
额敏县	Emin, a county in Tacheng Prefecture 塔城地区, Xinjiang
额比河	Ebinur River in Xinjiang
额济纳	Ejin Banner in Alxa League 阿拉善盟, Inner Mongolia (formerly in Gansu...
额济纳旗	Ejin Banner in Alxa League 阿拉善盟, Inner Mongolia (formerly in Gansu...
额济纳河	Ejin River in Alxa League 阿拉善盟, Inner Mongolia
额窦	frontal sinus
额菲尔士	Everest (name); (Mount) Everest
额菲尔士峰	Mount Everest
额角	forehead; temples
额骨	frontal bone (forehead)
颞	bones of the temple (on the human head); see 顳顬/颞颥, temple
颞叶	temporal lobe
颞颥	temple (the sides of human head)
颞骨	temporal bone; os temporale
颟	dawdling
颠	top (of the head); apex
颠三倒四	confused; disorderly
颠倒	to turn upside down; to reverse
颠倒是非	(idiom) to distort right and wrong; to deliberately mislead
颠倒黑白	lit. to invert black and white (idiom); to misrepresent the facts
颠儿	(Beijing dialect) to skedaddle; to make oneself scarce
颠儿丫子	see 颠儿
颠儿面	to lose face
颠峰	variant of 巅峰
颠扑不破	solid; unbreakable
颠来倒去	to harp on; over and over
颠沛	to fall over; to stumble
颠沛流离	homeless and miserable (idiom); to wander about in a desperate plight
颠狂	demented
颠球	to juggle a soccer ball (i.e. keep it in the air using feet, thighs...
颠簸	to be jolted around (car on a bumpy road, boat on a rough sea...
颠茄	deadly nightshade (Atropa belladonna)
颠覆	to topple (i.e. knock over); to capsize
颠覆分子	a subversive; a saboteur
颠覆国家罪	crime of incitement to overthrow the state; abbr. for 煽动颠覆国家政权
颠覆政府罪	crime of incitement to overthrow the state; abbr. for 煽动颠覆国家政权
颠覆罪	crime of incitement to overthrow the state; abbr. for 煽动颠覆国家政权
颠踣	to fall down; to fall forward
颠连	illogical
颠颠	glad and diligent
颠鸾倒凤	to have sexual intercourse
颡	forehead
颢	white and shining
颣	flaw; knot
颤	to tremble; to shiver
颤动	to vibrate; to quiver
颤声	trill (of voice); trembling voice
颤巍	see 颤巍巍
颤巍巍	trembling; swaying
颤抖	to shudder; to shiver
颤抖不已	to shake like a leaf (idiom)
颤栗	variant of 战栗
颤音	vibrato (of stringed instrument); trill (in phonetics)
颥	see 顳顬/颞颥, temple (the sides of human head)
颦	to scowl; to knit the brows
颦眉	to knit one's brows; to frown
颧	(bound form) cheekbone
颧弓	(anatomy) zygomatic arch
颧骨	cheekbone; zygomatic bone
風	wind; news
風中之燭	lit. candle in the wind (idiom); fig. (of sb's life) feeble
風中燭，瓦上霜	lit. like a candle in the wind, or frost on the roof (idiom)
風乾	to air-dry; to season (timber etc)
風俗	social custom
風信子	hyacinth (flower)
風傳	it is rumored that
風光	scene; view
風光旖旎	(idiom) idyllic scenery; picturesque landscape
風冷	to air-cool
風切變	wind shear (meteorology)
風力	wind force; wind power
風力水車	wind-powered waterwheel
風力發電廠	wind farm; wind park
風勢	strength and direction of the wind
風化	decency; public morals
風化作用	weathering (of rocks); erosion (by wind etc)
風化區	see 红灯区
風口	air vent; drafty place
風口浪尖	where the wind and the waves are the fiercest
風向	wind direction; the way the wind is blowing
風向標	vane; propellor blade
風吹日曬	(idiom) to be exposed to the elements
風吹草動	(lit.) grass stirring in the wind (idiom)
風吹雨打	lit. windswept and battered by rain; to undergo hardship (idiom)
風味	distinctive flavor; distinctive style
風和日暄	gentle wind and warm sunshine (idiom)
風和日暖	gentle wind and warm sunshine (idiom)
風和日麗	moderate wind, beautiful sun (idiom)
風喻	see 讽喻
風噪	wind noise
風圈	ring around the moon; lunar halo
風土	natural conditions and social customs of a place; local conditions
風土人情	local conditions and customs (idiom)
風城	the Windy City, nickname for Chicago 芝加哥, Wellington, New Zealand...
風場	wind farm
風塵	windblown dust; hardships of travel
風塵僕僕	lit. covered in dust (idiom); fig. travel-worn
風姿	good looks; good figure
風姿綽約	(idiom) graceful; lovely
風媒	(botany) anemophilous; wind-pollinated
風寒	wind chill; cold weather
風尚	current custom; current way of doing things
風帆	sail; sailing boat
風平浪靜	lit. breeze is still, waves are quiet (idiom); tranquil environment
風度	elegance (for men); elegant demeanor
風恬浪靜	lit. breeze is still, waves are quiet (idiom); tranquil environment
風情	mien; bearing
風情萬種	(idiom) captivating; charming
風成	produced by wind; eolian
風扇	electric fan
風投	venture capital investment (abbr. for 风险投资)
風控	risk control (abbr. for 风险控制)
風擋	windshield
風景	scenery; landscape
風景線	a strip of scenic beauty (coast, river, road etc)
風暴	storm; violent commotion
風暴潮	storm surge
風月	romance; beautiful scenery
風格	style
風標	wind vane; anemometer
風機	fan; ventilator
風檔玻璃	windscreen (car window)
風氣	general mood; atmosphere
風水	feng shui; geomancy
風水先生	feng shui master; geomancer
風水輪流	see 风水轮流转
風水輪流轉	fortunes rise and fall; times change
風沙	sand blown by wind; sandstorm
風油精	essential balm containing menthol, eucalyptus oil etc, used as a...
風波	disturbance; crisis
風波不斷	constantly in turmoil; crisis after crisis
風洞	wind tunnel
風流	distinguished and accomplished; outstanding
風流佳話	romance; romantic affair
風流倜儻	(idiom) suave; debonair
風流債	lit. love debt; fig. moral obligation in consequence of a love affair
風流蘊藉	temperate and refined
風流雲散	lit. dispersed by wind and scattered like clouds (idiom)
風流韻事	poetic and passionate (idiom); romance
風浪	wind and waves; rough waters
風浪板	windsurfing; sailboard
風涼話	sneering; sarcasm
風潑	crazy
風潮	tempest; wave (of popular sentiment etc)
風濕	rheumatism
風濕性關節炎	rheumatoid arthritis
風濕熱	rheumatic fever
風濕關節炎	rheumatoid arthritis
風火輪	(martial arts) wind-and-fire wheel, weapon used in hand-to-hand fighting
風災	damaging storm; destructive typhoon
風燭殘年	one's late days; to have one foot in the grave
風物	scenery; sights
風球	(HK) typhoon warning signal
風琴	pipe organ (musical instrument)
風生水起	lit. a breeze springs up and creates waves on the water (idiom)
風疹	rubella; urticaria
風痱	(TCM) hemiplegia due to an apoplectic stroke
風癱	to be paralyzed
風穴	wind cave
風窗	air vent; louver
風笛	bagpipes
風箏	kite (lit. "wind zither", traditionally explained as being named...
風箏衝浪	kitesurfing
風箱	bellows
風範	air; manner
風紀	standard of behavior; moral standards
風習	custom; practice
風聞	to learn sth through hearsay; to get wind of sth
風聲	sound of the wind; rumor
風聲緊	the situation is tense
風聲鶴唳	lit. wind sighing and crane calling (idiom); to be jittery
風能	wind power
風致	natural charm; grace
風花雪月	wind, flower, snow and moon, trite poetry subject (idiom); love affair
風華	magnificent
風華正茂	in one's prime
風華絕代	magnificent style unmatched in his generation (idiom); peerless talent
風蝕	wind erosion
風行	to become fashionable; to catch on
風行一時	(idiom) to be popular for a while; to be all the rage for a time
風衣	windbreaker; wind cheater
風評	reputation
風調	character (of a person, verse, object etc); style
風調雨順	(idiom) to have good weather for crops
風諭	see 讽喻
風貌	style; manner
風起潮湧	lit. wind rises, tide bubbles up; turbulent times
風起雲湧	to surge like a gathering storm (idiom); to grow by leaps and bounds
風趣	charm; humor
風趣橫生	(idiom) spiced with wit; very witty
風車	pinwheel; windmill
風速	wind speed
風速計	anemometer
風邪	pathogenic influence (TCM)
風采	svelte; elegant manner
風鈴	wind chimes
風鏡	goggles (esp. against wind and sandstorms)
風鑽	pneumatic drill; jackhammer
風阻	air resistance; aerodynamic drag
風阻尼器	wind damper (engineering)
風險	risk; hazard
風險投資	venture capital investment
風險管理	risk management
風雅	cultured; sophisticated
風雨	wind and rain; the elements
風雨交加	(idiom) wild and stormy; windy and wet
風雨同舟	lit. in the same boat under wind and rain (idiom)
風雨如晦	lit. wind and rain darken the sky (idiom); fig. the situation looks grim
風雨晦冥	conditions of extreme adversity (idiom)
風雨欲來	lit. storm clouds approach; troubles lie ahead (idiom)
風雨淒淒	wretched wind and rain
風雨漂搖	variant of 风雨飘摇
風雨無阻	regardless of weather conditions; rain, hail or shine
風雨飄搖	tossed about by the wind and rain (idiom); (of a situation) unstable
風雪	snowstorm
風雪交加	(idiom) stormy with wind and snow; blizzard-like (conditions)
風雲	weather; unstable situation
風雲人物	the man (or woman) of the moment (idiom); influential figure
風雲變幻	changeable situation (idiom)
風電	wind power
風電廠	wind farm; wind park
風霜	wind and frost; fig. hardships
風霜雨雪	(lit.) wind, frost, rain and snow (idiom)
風靡	fashionable; popular
風靡一時	fashionable for a while (idiom); all the rage
風韻	charm; grace
風韻猶存	(of an aging woman) still attractive
風頭	wind direction; the way the wind blows
風風火火	bustling; energetic
風風雨雨	trials and tribulations; ups and downs
風餐露宿	lit. to eat in the open air and sleep outdoors (idiom); fig. to rough it
風馬旗	Tibetan prayer flag
風馬牛不相及	to be completely unrelated to one another (idiom); irrelevant
風馳電掣	fast as lightning
風騷	literary excellence; flirtatious behavior
風骨	strength of character; vigorous style (of calligraphy)
風魔	variant of 疯魔
颭	to sway in the wind
颭颭	seems as if floating
颮	whirlwind
颯	sound of wind; valiant
颯然	soughing (of the wind)
颯爽	heroic; valiant
颯颯	soughing; whistling or rushing sound (of the wind in trees, the sea etc)
颱	typhoon
颱風	typhoon
颱風眼	the eye of a typhoon
颳	to blow (of the wind)
颳風	to be windy
颶	used in 飓风
颶風	hurricane
颸	cool breeze
颺	to soar; to fly
颻	floating in the air
颼	to blow (as of wind); sound of wind
颼颼	sound of the wind blowing or rain falling
颽	balmy; genial as wind
颾	blowing of the wind
颿	to gallop; Taiwan pr
飀	soughing of wind
飂	wind in high places
飃	variant of 飘
飄	to float (in the air); to flutter
飄動	to float; to drift
飄卷	to flutter
飄塵	floating dust; atmospheric particles
飄帶	streamer; pennant
飄忽	swiftly moving; fleet
飄忽不定	to drift without a resting place (idiom); roving
飄拂	to drift lightly
飄揚	to wave; to flutter
飄搖	floating in the wind; swaying
飄散	to waft (through the air); to drift
飄泊	variant of 漂泊
飄洋	variant of 漂洋
飄流	variant of 漂流
飄浮	to float; to hover
飄海	to go abroad
飄渺	faintly discernible; indistinct
飄灑	suave; graceful
飄然	to float in the air; swiftly
飄盪	to drift; to wave
飄移	to drift
飄窗	bay window
飄緲	variant of 飘渺
飄舉	to dance; to float in the wind
飄舞	to fly up; to dance in the air (of snowflakes, flower petals etc)
飄落	to float down; to fall gently (snowflakes, leaves etc)
飄蓬	to float in the wind; by ext., to lead a wandering life
飄逸	graceful; elegant
飄雪	to snow
飄零	to fall and wither (like autumn leaves); drifting and homeless
飄風	whirlwind; stormy wind
飄颻	variant of 飘摇
飄飄	to float about; to flutter (in the breeze)
飄飄然	elated; light and airy feeling (after a few drinks)
飄香	(of a fragrance) to waft about
飆	very strong wind; gale
飆升	to rise rapidly; to soar
飆口水	gossip; idle chat
飆汗	to sweat profusely
飆淚	to cry profusely
飆漲	(of prices) to skyrocket; to soar
飆車	to drive recklessly at high speed; street racing (motorbikes or cars)
飆風	fierce wind
飈	variant of 飙
飌	old variant of 风
风	wind; news
风中之烛	lit. candle in the wind (idiom); fig. (of sb's life) feeble
风中烛，瓦上霜	lit. like a candle in the wind, or frost on the roof (idiom)
风习	custom; practice
风云	weather; unstable situation
风云人物	the man (or woman) of the moment (idiom); influential figure
风云变幻	changeable situation (idiom)
风传	it is rumored that
风俗	social custom
风信子	hyacinth (flower)
风光	scene; view
风光旖旎	(idiom) idyllic scenery; picturesque landscape
风冷	to air-cool
风凉话	sneering; sarcasm
风切变	wind shear (meteorology)
风力	wind force; wind power
风力发电厂	wind farm; wind park
风力水车	wind-powered waterwheel
风势	strength and direction of the wind
风化	decency; public morals
风化作用	weathering (of rocks); erosion (by wind etc)
风化区	see 红灯区
风华	magnificent
风华正茂	in one's prime
风华绝代	magnificent style unmatched in his generation (idiom); peerless talent
风口	air vent; drafty place
风口浪尖	where the wind and the waves are the fiercest
风向	wind direction; the way the wind is blowing
风向标	vane; propellor blade
风吹日晒	(idiom) to be exposed to the elements
风吹草动	(lit.) grass stirring in the wind (idiom)
风吹雨打	lit. windswept and battered by rain; to undergo hardship (idiom)
风味	distinctive flavor; distinctive style
风和日丽	moderate wind, beautiful sun (idiom)
风和日暄	gentle wind and warm sunshine (idiom)
风和日暖	gentle wind and warm sunshine (idiom)
风喻	see 讽喻
风噪	wind noise
风圈	ring around the moon; lunar halo
风土	natural conditions and social customs of a place; local conditions
风土人情	local conditions and customs (idiom)
风场	wind farm
风城	the Windy City, nickname for Chicago 芝加哥, Wellington, New Zealand...
风声	sound of the wind; rumor
风声紧	the situation is tense
风声鹤唳	lit. wind sighing and crane calling (idiom); to be jittery
风头	wind direction; the way the wind blows
风姿	good looks; good figure
风姿绰约	(idiom) graceful; lovely
风媒	(botany) anemophilous; wind-pollinated
风寒	wind chill; cold weather
风尘	windblown dust; hardships of travel
风尘仆仆	lit. covered in dust (idiom); fig. travel-worn
风尚	current custom; current way of doing things
风帆	sail; sailing boat
风干	to air-dry; to season (timber etc)
风平浪静	lit. breeze is still, waves are quiet (idiom); tranquil environment
风度	elegance (for men); elegant demeanor
风恬浪静	lit. breeze is still, waves are quiet (idiom); tranquil environment
风情	mien; bearing
风情万种	(idiom) captivating; charming
风成	produced by wind; eolian
风扇	electric fan
风投	venture capital investment (abbr. for 风险投资)
风挡	windshield
风控	risk control (abbr. for 风险控制)
风景	scenery; landscape
风景线	a strip of scenic beauty (coast, river, road etc)
风暴	storm; violent commotion
风暴潮	storm surge
风月	romance; beautiful scenery
风机	fan; ventilator
风标	wind vane; anemometer
风格	style
风档玻璃	windscreen (car window)
风气	general mood; atmosphere
风水	feng shui; geomancy
风水先生	feng shui master; geomancer
风水轮流	see 风水轮流转
风水轮流转	fortunes rise and fall; times change
风沙	sand blown by wind; sandstorm
风油精	essential balm containing menthol, eucalyptus oil etc, used as a...
风波	disturbance; crisis
风波不断	constantly in turmoil; crisis after crisis
风泼	crazy
风洞	wind tunnel
风流	distinguished and accomplished; outstanding
风流云散	lit. dispersed by wind and scattered like clouds (idiom)
风流佳话	romance; romantic affair
风流倜傥	(idiom) suave; debonair
风流债	lit. love debt; fig. moral obligation in consequence of a love affair
风流蕴藉	temperate and refined
风流韵事	poetic and passionate (idiom); romance
风浪	wind and waves; rough waters
风浪板	windsurfing; sailboard
风湿	rheumatism
风湿关节炎	rheumatoid arthritis
风湿性关节炎	rheumatoid arthritis
风湿热	rheumatic fever
风潮	tempest; wave (of popular sentiment etc)
风火轮	(martial arts) wind-and-fire wheel, weapon used in hand-to-hand fighting
风灾	damaging storm; destructive typhoon
风烛残年	one's late days; to have one foot in the grave
风物	scenery; sights
风球	(HK) typhoon warning signal
风琴	pipe organ (musical instrument)
风生水起	lit. a breeze springs up and creates waves on the water (idiom)
风电	wind power
风电厂	wind farm; wind park
风疹	rubella; urticaria
风痱	(TCM) hemiplegia due to an apoplectic stroke
风瘫	to be paralyzed
风穴	wind cave
风窗	air vent; louver
风笛	bagpipes
风筝	kite (lit. "wind zither", traditionally explained as being named...
风筝冲浪	kitesurfing
风箱	bellows
风纪	standard of behavior; moral standards
风能	wind power
风致	natural charm; grace
风花雪月	wind, flower, snow and moon, trite poetry subject (idiom); love affair
风范	air; manner
风蚀	wind erosion
风行	to become fashionable; to catch on
风行一时	(idiom) to be popular for a while; to be all the rage for a time
风衣	windbreaker; wind cheater
风评	reputation
风调	character (of a person, verse, object etc); style
风调雨顺	(idiom) to have good weather for crops
风谕	see 讽喻
风貌	style; manner
风起云涌	to surge like a gathering storm (idiom); to grow by leaps and bounds
风起潮涌	lit. wind rises, tide bubbles up; turbulent times
风趣	charm; humor
风趣横生	(idiom) spiced with wit; very witty
风车	pinwheel; windmill
风速	wind speed
风速计	anemometer
风邪	pathogenic influence (TCM)
风采	svelte; elegant manner
风钻	pneumatic drill; jackhammer
风铃	wind chimes
风镜	goggles (esp. against wind and sandstorms)
风闻	to learn sth through hearsay; to get wind of sth
风阻	air resistance; aerodynamic drag
风阻尼器	wind damper (engineering)
风险	risk; hazard
风险投资	venture capital investment
风险管理	risk management
风雅	cultured; sophisticated
风雨	wind and rain; the elements
风雨交加	(idiom) wild and stormy; windy and wet
风雨凄凄	wretched wind and rain
风雨同舟	lit. in the same boat under wind and rain (idiom)
风雨如晦	lit. wind and rain darken the sky (idiom); fig. the situation looks grim
风雨无阻	regardless of weather conditions; rain, hail or shine
风雨晦冥	conditions of extreme adversity (idiom)
风雨欲来	lit. storm clouds approach; troubles lie ahead (idiom)
风雨漂摇	variant of 风雨飘摇
风雨飘摇	tossed about by the wind and rain (idiom); (of a situation) unstable
风雪	snowstorm
风雪交加	(idiom) stormy with wind and snow; blizzard-like (conditions)
风霜	wind and frost; fig. hardships
风霜雨雪	(lit.) wind, frost, rain and snow (idiom)
风靡	fashionable; popular
风靡一时	fashionable for a while (idiom); all the rage
风韵	charm; grace
风韵犹存	(of an aging woman) still attractive
风风火火	bustling; energetic
风风雨雨	trials and tribulations; ups and downs
风餐露宿	lit. to eat in the open air and sleep outdoors (idiom); fig. to rough it
风马旗	Tibetan prayer flag
风马牛不相及	to be completely unrelated to one another (idiom); irrelevant
风驰电掣	fast as lightning
风骚	literary excellence; flirtatious behavior
风骨	strength of character; vigorous style (of calligraphy)
风魔	variant of 疯魔
飏	to soar; to fly
飐	to sway in the wind
飐飐	seems as if floating
飑	whirlwind
飒	sound of wind; valiant
飒然	soughing (of the wind)
飒爽	heroic; valiant
飒飒	soughing; whistling or rushing sound (of the wind in trees, the sea etc)
飓	used in 飓风
飓风	hurricane
飔	cool breeze
飕	to blow (as of wind); sound of wind
飕飕	sound of the wind blowing or rain falling
飖	floating in the air
飗	soughing of wind
飘	to float (in the air); to flutter
飘举	to dance; to float in the wind
飘动	to float; to drift
飘卷	to flutter
飘尘	floating dust; atmospheric particles
飘带	streamer; pennant
飘忽	swiftly moving; fleet
飘忽不定	to drift without a resting place (idiom); roving
飘扬	to wave; to flutter
飘拂	to drift lightly
飘摇	floating in the wind; swaying
飘散	to waft (through the air); to drift
飘泊	variant of 漂泊
飘洋	variant of 漂洋
飘洒	suave; graceful
飘流	variant of 漂流
飘浮	to float; to hover
飘海	to go abroad
飘渺	faintly discernible; indistinct
飘然	to float in the air; swiftly
飘移	to drift
飘窗	bay window
飘缈	variant of 飘渺
飘舞	to fly up; to dance in the air (of snowflakes, flower petals etc)
飘荡	to drift; to wave
飘落	to float down; to fall gently (snowflakes, leaves etc)
飘蓬	to float in the wind; by ext., to lead a wandering life
飘逸	graceful; elegant
飘雪	to snow
飘零	to fall and wither (like autumn leaves); drifting and homeless
飘风	whirlwind; stormy wind
飘飖	variant of 飘摇
飘飘	to float about; to flutter (in the breeze)
飘飘然	elated; light and airy feeling (after a few drinks)
飘香	(of a fragrance) to waft about
飙	very strong wind; gale
飙升	to rise rapidly; to soar
飙口水	gossip; idle chat
飙汗	to sweat profusely
飙泪	to cry profusely
飙涨	(of prices) to skyrocket; to soar
飙车	to drive recklessly at high speed; street racing (motorbikes or cars)
飙风	fierce wind
飚	variant of 飙
飛	to fly
飛也似的	lit. as if flying; very fast
飛來橫禍	sudden and unexpected disaster (idiom)
飛來飛去	to fly about; to fly hither and thither
飛出	to fly out
飛出個未來	Futurama (US TV animated series, 1999-)
飛刀	a throwing knife; fly cutter (machine tool)
飛利浦	Philips (company)
飛升	to fly upwards; to rise
飛吻	to blow a kiss
飛地	enclave
飛天	flying Apsara (Buddhist art)
飛奔	to dash (run fast); to rush
飛安	aviation safety
飛將軍	nickname of Han dynasty general Li Guang 李广
飛彈	missile; stray bullet
飛征	(archaic) birds and animals
飛快	very fast; at lightning speed
飛手	drone pilot; drone operator
飛抓	variant of 飞挝
飛拉達	via ferrata
飛掠	to fly past; to sweep past (at close range)
飛揚	to rise; to fly upward
飛揚跋扈	bossy and domineering; throwing one's weight about
飛撾	ancient weapon with a tip like a grappling hook, thrown at enemy...
飛散	(of smoke) to disperse; to dissipate
飛機	airplane
飛機場	airport; flat chest
飛機失事	plane crash
飛機師	pilot; aviator
飛機杯	male masturbator (sex toy); artificial vagina
飛機票	air ticket
飛機艙門	airplane cabin door
飛機雲	contrail
飛機餐	in-flight meal
飛檐走壁	to leap onto roofs and vault over walls (usually associated with...
飛檢	unannounced inspection (abbr. for 飞行检查)
飛毛腿	swift feet; fleet-footed runner
飛沫	airborne droplet
飛沫傳染	droplet infection (disease transmission from sneezing, coughing etc)
飛沫四濺	to spray in all directions
飛漲	soaring inflation; rocketing prices
飛濺	to splash; to spatter
飛瀑	waterfall
飛盤	frisbee
飛短流長	variant of 蜚短流长
飛碟	flying saucer; frisbee
飛禽	birds
飛禽走獸	(idiom) birds and animals
飛秒	femtosecond, fs, 10^-15 s
飛符	talisman in the form of a painting of symbols thought to have...
飛紅	to blush
飛索	zip line
飛線	(electronics) jump wire
飛線充電	to recharge (an electric vehicle) using an extension cable dangling...
飛翔	to circle in the air; to soar
飛腿	kick
飛膜	patagium
飛舞	to flutter; to dance in the breeze
飛舟	fast boat
飛船	spaceship; spacecraft
飛艇	airship
飛葉子	to smoke pot
飛虎隊	Flying Tigers, US airmen in China during World War Two
飛蚊症	eye floaters (moving spots in the eye's vitreous humor)
飛蛾	moth
飛蛾投火	see 飞蛾扑火
飛蛾撲火	the moth flies into the flame; fatal attraction
飛蝗	flying locusts
飛蟲	flying insect; winged insect
飛行	(of planes etc) to fly; flying
飛行員	pilot; aviator
飛行器	flying craft (airplane, drone, missile, balloon, spacecraft...
飛行棋	aeroplane chess (a Chinese board game)
飛行模式	airplane mode (on an electronic device)
飛行檢查	unannounced inspection; (sports) out-of-season drug testing
飛行甲板	flight deck
飛行記錄	flight record
飛行記錄儀	flight recorder; black box
飛行記錄器	flight recorder; black box
飛行雲	contrail
飛觥走斝	to drink one's fill (idiom)
飛賊	cat burglar; burglar who gains entrance by scaling walls
飛越	to fly across; to fly over
飛跑	to run like the wind; to rush
飛躍	to leap
飛躍道	parkour (HK)
飛身	to move quickly; to vault
飛車	fast-moving vehicle; to drive or ride a vehicle at high speed
飛輪	flywheel; freewheel
飛輪海	Fahrenheit, Taiwanese boy band (2005–2012)
飛轉	to spin rapidly; to whirl around
飛逝	(of time) to pass quickly; to be fleeting
飛速	swift; rapidly
飛過	to fly over; to fly past
飛針走線	flying needle and running seam (idiom); skillful needlework
飛鏢	darts (game); dart (weapon shaped like a spearhead)
飛餅	Indian-style flaky flatbread (roti canai or similar)
飛馬	at the gallop
飛馬座	Pegasus (constellation)
飛馳	to speed; to rush
飛騰	to fly swiftly upward; to soar
飛魚	Exocet (missile); flying fish
飛魚座	Volans (constellation)
飛魚族	"flying fish family", family who sacrifice everything to send their...
飛鳥	bird
飛鳥時代	Asuka Period in Japanese history (538-710 AD)
飛鴻	swan goose; letter
飛鴻踏雪	see 雪泥鸿爪
飛鴻雪爪	see 雪泥鸿爪
飛鴿	Flying Pigeon (famous bicycle brand, made in Tianjin since 1936)
飛鷹	eagle
飛鷹走馬	to ride out hawking (idiom); to hunt
飛黃騰達	lit. the divine steed Feihuang gallops (idiom)
飛鼠	flying squirrel; bat
飛龍	dragon in flight; person at the height of success
飜	variant of 翻
飞	to fly
飞也似的	lit. as if flying; very fast
飞出	to fly out
飞出个未来	Futurama (US TV animated series, 1999-)
飞刀	a throwing knife; fly cutter (machine tool)
飞利浦	Philips (company)
飞升	to fly upwards; to rise
飞叶子	to smoke pot
飞吻	to blow a kiss
飞地	enclave
飞天	flying Apsara (Buddhist art)
飞奔	to dash (run fast); to rush
飞安	aviation safety
飞将军	nickname of Han dynasty general Li Guang 李广
飞弹	missile; stray bullet
飞征	(archaic) birds and animals
飞快	very fast; at lightning speed
飞手	drone pilot; drone operator
飞扬	to rise; to fly upward
飞扬跋扈	bossy and domineering; throwing one's weight about
